prompt,editing_prompt,step0_path,step1_path,step2_path,step3_path,step4_path,step5_path
"Wedding in Korea, photorealistic.",Change the image to represent wedding in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_wedding_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_wedding_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_wedding_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_wedding_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_wedding_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_wedding_general_5.png
"Modern wedding in Korea, photorealistic.",Change the image to represent modern wedding in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_wedding_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_wedding_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_wedding_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_wedding_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_wedding_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_wedding_modern_5.png
"Traditional wedding in Korea, photorealistic.",Change the image to represent traditional wedding in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_event_wedding_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_event_wedding_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_event_wedding_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_event_wedding_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_event_wedding_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_event_wedding_traditional_5.png
"Accessories in Korea, photorealistic.",Change the image to represent accessories in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_fashion_accessories_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_fashion_accessories_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_fashion_accessories_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_fashion_accessories_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_fashion_accessories_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_fashion_accessories_general_5.png
"Modern accessories in Korea, photorealistic.",Change the image to represent modern accessories in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_fashion_accessories_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_fashion_accessories_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_fashion_accessories_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_fashion_accessories_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_fashion_accessories_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_fashion_accessories_modern_5.png
"Traditional accessories in Korea, photorealistic.",Change the image to represent traditional accessories in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_fashion_accessories_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_fashion_accessories_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_fashion_accessories_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_fashion_accessories_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_fashion_accessories_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_fashion_accessories_traditional_5.png
"Clothing in Korea, photorealistic.",Change the image to represent clothing in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_fashion_clothing_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_fashion_clothing_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_fashion_clothing_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_fashion_clothing_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_fashion_clothing_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_fashion_clothing_general_5.png
"Modern clothing in Korea, photorealistic.",Change the image to represent modern clothing in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_fashion_clothing_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_fashion_clothing_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_fashion_clothing_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_fashion_clothing_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_fashion_clothing_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_fashion_clothing_modern_5.png
"Traditional clothing in Korea, photorealistic.",Change the image to represent traditional clothing in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_fashion_clothing_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_fashion_clothing_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_fashion_clothing_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_fashion_clothing_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_fashion_clothing_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_fashion_clothing_traditional_5.png
"Makeup in Korea, photorealistic.",Change the image to represent makeup in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_fashion_makeup_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_fashion_makeup_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_fashion_makeup_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_fashion_makeup_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_fashion_makeup_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_fashion_makeup_general_5.png
"Modern makeup in Korea, photorealistic.",Change the image to represent modern makeup in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_fashion_makeup_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_fashion_makeup_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_fashion_makeup_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_fashion_makeup_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_fashion_makeup_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_fashion_makeup_modern_5.png
"Traditional makeup in Korea, photorealistic.",Change the image to represent traditional makeup in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_fashion_makeup_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_fashion_makeup_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_fashion_makeup_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_fashion_makeup_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_fashion_makeup_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_fashion_makeup_traditional_5.png
"Beverage in Korea, photorealistic.",Change the image to represent beverage in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_food_beverage_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_food_beverage_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_food_beverage_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_food_beverage_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_food_beverage_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_food_beverage_general_5.png
"Modern beverage in Korea, photorealistic.",Change the image to represent modern beverage in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_food_beverage_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_food_beverage_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_food_beverage_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_food_beverage_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_food_beverage_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_food_beverage_modern_5.png
"Traditional beverage in Korea, photorealistic.",Change the image to represent traditional beverage in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_food_beverage_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_food_beverage_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_food_beverage_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_food_beverage_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_food_beverage_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_food_beverage_traditional_5.png
"Dessert in Korea, photorealistic.",Change the image to represent dessert in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_food_dessert_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_food_dessert_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_food_dessert_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_food_dessert_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_food_dessert_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_food_dessert_general_5.png
"Modern dessert in Korea, photorealistic.",Change the image to represent modern dessert in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_food_dessert_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_food_dessert_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_food_dessert_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_food_dessert_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_food_dessert_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_food_dessert_modern_5.png
"Traditional dessert in Korea, photorealistic.",Change the image to represent traditional dessert in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_food_dessert_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_food_dessert_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_food_dessert_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_food_dessert_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_food_dessert_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_food_dessert_traditional_5.png
"Main dish in Korea, photorealistic.",Change the image to represent main dish in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_food_main_dish_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_food_main_dish_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_food_main_dish_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_food_main_dish_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_food_main_dish_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_food_main_dish_general_5.png
"Modern main dish in Korea, photorealistic.",Change the image to represent modern main dish in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_food_main_dish_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_food_main_dish_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_food_main_dish_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_food_main_dish_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_food_main_dish_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_food_main_dish_modern_5.png
"Traditional main dish in Korea, photorealistic.",Change the image to represent traditional main dish in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_food_main_dish_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_food_main_dish_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_food_main_dish_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_food_main_dish_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_food_main_dish_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_food_main_dish_traditional_5.png
"Snack in Korea, photorealistic.",Change the image to represent snack in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_food_snack_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_food_snack_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_food_snack_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_food_snack_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_food_snack_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_food_snack_general_5.png
"Modern snack in Korea, photorealistic.",Change the image to represent modern snack in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_food_snack_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_food_snack_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_food_snack_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_food_snack_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_food_snack_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_food_snack_modern_5.png
"Traditional snack in Korea, photorealistic.",Change the image to represent traditional snack in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_food_snack_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_food_snack_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_food_snack_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_food_snack_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_food_snack_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_food_snack_traditional_5.png
"Staple food in Korea, photorealistic.",Change the image to represent staple food in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_food_staple_food_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_food_staple_food_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_food_staple_food_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_food_staple_food_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_food_staple_food_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_food_staple_food_general_5.png
"Modern staple food in Korea, photorealistic.",Change the image to represent modern staple food in Korea.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_korea_food_staple_food_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_korea_food_staple_food_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_korea_food_staple_food_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_korea_food_staple_food_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_korea_food_staple_food_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_korea_food_staple_food_modern_5.png
